case,cc3,country,year,systemic_crisis,exch_usd,domestic_debt_in_default,sovereign_external_debt_default,gdp_weighted_default,inflation_annual_cpi,independence,currency_crises,inflation_crises,banking_crisis,population,crime_rate,GDP(bd),edu,pop_m
35,KEN,Kenya,1994,1,44.8389,0,1,0,28.814,1,0,1,crisis,27329868,3,,61.15,27.329868
35,KEN,Kenya,2008,0,77.71111111,0,0,0,15.101,1,1,0,no_crisis,39741904,3,,73,39.741904
35,KEN,Kenya,1978,0,7.1588,0,0,0,15.35621451,1,0,0,no_crisis,15156802,2,,42.6,15.156802
35,KEN,Kenya,1996,1,55.0211,0,1,0,8.862,1,0,0,no_crisis,28656881,2,,62.58,28.656881
35,KEN,Kenya,2001,0,78.6,0,0,0,5.824,1,0,0,no_crisis,32875547,2,,67.56,32.875547
35,KEN,Kenya,2005,0,72.3667,0,0,0,7.823,1,0,0,no_crisis,36624895,2,,71.5,36.624895
35,KEN,Kenya,2007,0,62.675,0,0,0,4.265,1,0,0,no_crisis,38674489,2,,73,38.674489
35,KEN,Kenya,2011,0,85.0681,0,0,0,14.022,1,0,0,no_crisis,43203332,2,41.95,73,43.203332
35,KEN,Kenya,2012,0,86.0008,0,0,0,9.378,1,0,0,no_crisis,44408705,2,50.33,73,44.408705
35,KEN,Kenya,1993,1,68.1631,0,0,0,45.979,1,1,1,crisis,26380182,1,,59.69,26.380182
35,KEN,Kenya,1998,1,61.9056,0,1,0,6.716,1,0,0,no_crisis,30520267,1,,64.61,30.520267
38,MUS,Mauritius,1988,0,13.8337,0,0,0,3.6,1,0,0,no_crisis,1046851,7,,52.07,1.046851
38,MUS,Mauritius,2008,0,31.7555,0,0,0,9.731,1,0,0,no_crisis,1244502,7,,75.1,1.244502
38,MUS,Mauritius,1991,0,14.7939,0,0,0,12.817,1,0,0,no_crisis,1064104,7,,54.68,1.064104
38,MUS,Mauritius,1980,0,7.8349,0,0,0,33.04,1,0,1,no_crisis,966031,7,,43.94,0.966031
38,MUS,Mauritius,1984,0,15.6033,0,0,0,5.525,1,1,0,no_crisis,1029357,7,,47.82,1.029357
38,MUS,Mauritius,1985,0,14.31,0,0,0,8.321,1,0,0,no_crisis,1015762,7,,49.6,1.015762
38,MUS,Mauritius,1978,0,5.921,0,0,0,9.063188827,1,0,0,no_crisis,934069,6,,42,0.934069
38,MUS,Mauritius,1982,0,10.8605,0,0,0,13.384,1,0,0,no_crisis,997191,6,,45.88,0.997191
38,MUS,Mauritius,1989,0,14.996,0,0,0,13.61,1,0,0,no_crisis,1057425,6,,53.57,1.057425
38,MUS,Mauritius,1993,0,18.6558,0,0,0,15.288,1,0,0,no_crisis,1080769,5,,56.7,1.080769
38,MUS,Mauritius,1994,0,17.8626,0,0,0,7.335,1,0,0,no_crisis,1089199,5,,58,1.089199
38,MUS,Mauritius,1996,0,17.9715,0,0,0,6.553,1,0,0,crisis,1143797,5,,63.1,1.143797
38,MUS,Mauritius,1997,0,22.265,0,0,0,6.831,1,1,0,no_crisis,1159124,5,,64.8,1.159124
38,MUS,Mauritius,1999,0,25.468,0,0,0,6.872,1,0,0,no_crisis,1190397,5,,66.5,1.190397
38,MUS,Mauritius,2002,0,29.1968,0,0,0,6.414,1,0,0,no_crisis,1208488,5,,69.9,1.208488
38,MUS,Mauritius,2003,0,26.0877,0,0,0,3.931,1,0,0,no_crisis,1220331,5,,71.6,1.220331
38,MUS,Mauritius,2005,0,30.6666,0,0,0,4.921,1,0,0,no_crisis,1222003,5,,74.1,1.222003
38,MUS,Mauritius,2011,0,29.33,0,0,0,6.526,1,0,0,no_crisis,1253196,5,11.52,73.05,1.253196
38,MUS,Mauritius,1975,0,6.5892,0,0,0,15.20534955,1,0,0,no_crisis,892211,4,,39.1,0.892211
38,MUS,Mauritius,1987,0,12.1752,0,0,0,0.719,1,0,0,no_crisis,1036384,4,,49.6,1.036384
38,MUS,Mauritius,2000,0,27.8817,0,0,0,4.23,1,0,0,no_crisis,1185145,4,,68.2,1.185145
38,MUS,Mauritius,2001,0,30.3942,0,0,0,5.391,1,0,0,no_crisis,1196759,4,,68,1.196759
38,MUS,Mauritius,2004,0,28.2044,0,0,0,4.703,1,0,0,no_crisis,1232290,4,,72.85,1.23229
38,MUS,Mauritius,2009,0,30.2905,0,0,0,2.516,1,0,0,no_crisis,1252094,4,,73.3,1.252094
38,MUS,Mauritius,2013,0,30.12512987,0,0,0,4.131,1,0,0,no_crisis,1263745,4,12.13,69.6,1.263745
38,MUS,Mauritius,1976,0,6.639,0,0,0,10.75945144,1,0,0,no_crisis,905951,3,,40.07,0.905951
38,MUS,Mauritius,1977,0,6.3503,0,0,0,9.794534493,1,0,0,no_crisis,919903,3,,41.04,0.919903
38,MUS,Mauritius,1983,0,12.7233,0,0,0,7.452,1,1,0,no_crisis,1013146,3,,46.85,1.013146
38,MUS,Mauritius,1992,0,16.998,0,0,0,2.857,1,0,0,no_crisis,1072404,3,,55,1.072404
38,MUS,Mauritius,2007,0,28.2162,0,0,0,8.827,1,0,0,no_crisis,1236957,3,,72,1.236957
38,MUS,Mauritius,2010,0,30.39,0,0,0,2.929,1,0,0,no_crisis,1247955,3,10,75,1.247955
38,MUS,Mauritius,1981,0,10.3293,0,0,0,26.45,1,1,1,no_crisis,981487,2,,44.91,0.981487
38,MUS,Mauritius,1986,0,13.1367,0,0,0,4.336,1,0,0,no_crisis,1026021,2,,48.9,1.026021
38,MUS,Mauritius,1990,0,14.322,0,0,0,10.705,1,0,0,no_crisis,1055868,2,,54,1.055868
38,MUS,Mauritius,1995,0,17.6641,0,0,0,6.026,1,0,0,no_crisis,1128673,2,,59.75,1.128673
38,MUS,Mauritius,1998,0,24.7835,0,0,0,6.808,1,0,0,no_crisis,1174656,2,,65.65,1.174656
38,MUS,Mauritius,1979,0,7.5855,0,0,0,23.21616753,1,1,1,no_crisis,948454,2,,42.97,0.948454
38,MUS,Mauritius,2006,0,34.3368,0,0,0,8.93,1,0,0,no_crisis,1229457,2,,72.6,1.229457
38,MUS,Mauritius,2012,0,30.52,0,0,0,4.902,1,0,0,no_crisis,1258460,2,11.67,71.1,1.25846
38,MUS,Mauritius,2014,0,31.7374584,0,0,0,3.772,1,0,0,no_crisis,1259456,2,12.8,72.85,1.259456
40,MAR,Morocco,1975,0,3.8379,0,0,0,7.00696628,1,0,0,no_crisis,17796164,2,,38.5,17.796164
40,MAR,Morocco,1976,0,4.2041,0,0,0,10.97328486,1,0,0,no_crisis,18177002,8,,39,18.177002
40,MAR,Morocco,1977,0,4.32,0,0,0,10.81415052,1,0,0,no_crisis,18565990,4,,39.5,18.56599
40,MAR,Morocco,1978,0,3.88645,0,0,0,9.720054887,1,0,0,no_crisis,18963302,4,,39.9,18.963302
40,MAR,Morocco,1979,0,3.7388,0,0,0,8.651393052,1,0,0,no_crisis,19369117,4,,40.5,19.369117
40,MAR,Morocco,1980,0,4.334149999,0,0,0,9.408,1,0,0,no_crisis,19990012,2,,40.95,19.990012
40,MAR,Morocco,1981,0,5.333349999,0,0,0,12.493,1,0,0,no_crisis,20459777,8,,41.44,20.459777
40,MAR,Morocco,1982,0,6.267549999,0,0,0,10.528,1,0,0,no_crisis,20940582,6,,41.93,20.940582
40,MAR,Morocco,1983,1,8.060999999,0,1,0.13,6.208,1,0,0,crisis,21432686,2,,42.42,21.432686
40,MAR,Morocco,1984,1,9.551199999,0,0,0,12.448,1,0,0,crisis,21936354,1,,43,21.936354
40,MAR,Morocco,1985,0,9.621299999,0,0,0,7.729,1,1,0,no_crisis,22499110,5,,44,22.49911
40,MAR,Morocco,1986,0,8.7117,0,1,0.13,8.734,1,0,0,no_crisis,23036839,5,,45,23.036839
40,MAR,Morocco,1987,0,7.8003,0,1,0.13,2.699,1,0,0,no_crisis,23587419,2,,47,23.587419
40,MAR,Morocco,1988,0,8.2106,0,1,0.13,2.369,1,0,0,no_crisis,24151158,4,,47.8,24.151158
40,MAR,Morocco,1989,0,8.1218,0,1,0.13,3.138,1,0,0,no_crisis,24728371,2,,50,24.728371
40,MAR,Morocco,1990,0,8.0429,0,1,0.13,6.026,1,0,0,no_crisis,24807462,2,,52,24.807462
40,MAR,Morocco,1991,0,8.1499,0,0,0,8.991,1,0,0,no_crisis,25296169,5,,52.59,25.296169
40,MAR,Morocco,1992,0,9.0487,0,0,0,5.74,1,0,0,no_crisis,25794504,2,,53.96,25.794504
40,MAR,Morocco,1993,0,9.6512,0,0,0,5.183,1,0,0,no_crisis,26302655,4,,55.34,26.302655
40,MAR,Morocco,1994,0,8.9596,0,0,0,5.142,1,0,0,no_crisis,26820818,4,,56.71,26.820818
40,MAR,Morocco,1995,0,8.4689,0,0,0,6.124,1,0,0,no_crisis,26994250,2,,58.09,26.99425
40,MAR,Morocco,1996,0,8.7995,0,0,0,2.987,1,0,0,no_crisis,27453152,2,,59.46,27.453152
40,MAR,Morocco,1997,0,9.7141,0,0,0,1.041,1,0,0,no_crisis,27919856,5,,60.84,27.919856
40,MAR,Morocco,1998,0,9.2551,0,0,0,2.745,1,0,0,no_crisis,28394493,2,,62.21,28.394493
40,MAR,Morocco,1999,0,10.087,0,0,0,0.69,1,0,0,no_crisis,28877200,3,,63.58,28.8772
40,MAR,Morocco,2000,0,10.619,0,0,0,1.923,1,0,0,no_crisis,28793679,2,,64.96,28.793679
40,MAR,Morocco,2001,0,11.56,0,0,0,0.613,1,0,0,no_crisis,29167997,4,,65,29.167997
40,MAR,Morocco,2002,0,10.167,0,0,0,2.779,1,0,0,no_crisis,29547181,7,,65,29.547181
40,MAR,Morocco,2003,0,8.7499,0,0,0,1.163,1,0,0,no_crisis,29931294,2,,65,29.931294
40,MAR,Morocco,2004,0,8.2177,0,0,0,1.493,1,0,0,no_crisis,30320401,2,,65,30.320401
40,MAR,Morocco,2005,0,9.2494,0,0,0,0.983,1,0,0,no_crisis,30455561,5,,65,30.455561
40,MAR,Morocco,2006,0,8.4566,0,0,0,3.285,1,0,0,no_crisis,30799709,5,,65,30.799709
40,MAR,Morocco,2007,0,7.7132,0,0,0,2.036,1,0,0,no_crisis,31147746,2,,65,31.147746
40,MAR,Morocco,2008,0,8.0982,0,0,0,3.891,1,0,0,no_crisis,31499715,4,,66.7,31.499715
40,MAR,Morocco,2009,0,7.8601,0,0,0,0.972,1,0,0,no_crisis,31855662,6,,66.5,31.855662
40,MAR,Morocco,2010,0,8.3569,0,0,0,0.994,1,0,0,no_crisis,32343389,6,93.22,66.1,32.343389
40,MAR,Morocco,2011,0,8.5772,0,0,0,0.907,1,0,0,no_crisis,32734744,4,101.4,66,32.734744
40,MAR,Morocco,2012,0,8.4335,0,0,0,1.287,1,0,0,no_crisis,33130834,7,98.27,65.7,33.130834
40,MAR,Morocco,2013,0,8.15,0,0,0,1.881,1,0,0,no_crisis,33531718,8,106.8,65.45,33.531718
40,MAR,Morocco,2014,0,8.82,0,0,0,0.443,1,0,0,no_crisis,34663603,8,109.9,66,34.663603
45,NGA,Nigeria,1976,0,0.631074088,0,0,0,18.33643443,1,0,0,no_crisis,64964993,3,,40.07,64.964993
45,NGA,Nigeria,1989,0,7.651109411,0,1,0,49.02,1,1,1,no_crisis,92670381,3,,53.57,92.670381
45,NGA,Nigeria,1990,0,7.651109411,0,1,0,49.02,1,1,1,no_crisis,95212450,3,,54,95.21245
45,NGA,Nigeria,1977,0,0.651380928,0,0,0,22.3551061,1,0,1,no_crisis,66595614,3,,41.04,66.595614
45,NGA,Nigeria,1986,0,3.316749585,0,0,0,6.25,1,1,0,no_crisis,85752130,3,,48.9,85.75213
45,NGA,Nigeria,1997,0,21.886,0,0,0,10.673,1,0,1,crisis,113501754,3,,64.8,113.501754
45,NGA,Nigeria,1998,0,21.886,0,0,0,7.862,1,0,0,no_crisis,116384699,3,,65.65,116.384699
45,NGA,Nigeria,1982,0,0.670241287,0,0,0,5.882,1,0,1,no_crisis,77880008,4,,45.88,77.880008
45,NGA,Nigeria,1984,0,0.808276754,0,0,0,40.909,1,0,1,no_crisis,82606858,4,,47.82,82.606858
45,NGA,Nigeria,1988,0,5.353319058,0,1,0,34.211,1,1,0,no_crisis,90304405,4,,52.07,90.304405
45,NGA,Nigeria,1992,1,19.64636542,0,1,0,44.565,1,1,0,crisis,100306027,4,,55,100.306027
45,NGA,Nigeria,2007,0,117.968,0,0,0,5.413,1,0,0,no_crisis,146122885,4,,73.85,146.122885
45,NGA,Nigeria,2014,1,155.25,0,0,0,8.048,1,0,0,crisis,181137448,4,568.5,72.85,181.137448
45,NGA,Nigeria,1978,0,0.64808814,0,0,0,15.78133117,1,0,0,no_crisis,68267164,5,,42,68.267164
45,NGA,Nigeria,1980,0,0.544454729,0,0,0,9.97,1,0,0,no_crisis,73423633,5,,43.94,73.423633
45,NGA,Nigeria,1985,0,0.99960016,0,0,0,3.226,1,1,1,no_crisis,83562785,5,,49.6,83.562785
45,NGA,Nigeria,1995,1,21.88662727,0,0,0,72.729,1,0,1,crisis,107948335,5,,59.75,107.948335
45,NGA,Nigeria,2000,0,109.55,0,0,0,6.938,1,0,0,no_crisis,122283850,5,,65,122.28385
45,NGA,Nigeria,2003,0,136.5,0,0,0,14.033,1,0,0,no_crisis,131801993,5,,71.6,131.801993
45,NGA,Nigeria,2004,0,132.35,0,1,0,15.001,1,0,0,no_crisis,135136583,5,,72.85,135.136583
45,NGA,Nigeria,2013,1,155.2,0,0,0,8.495,1,0,0,crisis,171591435,5,515,69.6,171.591435
45,NGA,Nigeria,1981,0,0.636902109,0,0,0,20.555,1,1,0,no_crisis,75619000,5,,44.91,75.619
45,NGA,Nigeria,1996,0,21.8861,0,0,0,29.292,1,0,1,no_crisis,110690223,5,,60,110.690223
45,NGA,Nigeria,2005,0,129,0,1,0,17.856,1,0,0,no_crisis,138865016,5,,72,138.865016
45,NGA,Nigeria,2010,1,150.6617,0,0,0,13.72,1,0,0,crisis,158503197,5,369.1,75,158.503197
45,NGA,Nigeria,1979,0,0.570613409,0,0,0,10.06822352,1,0,0,no_crisis,69980670,5,,42.97,69.98067
45,NGA,Nigeria,2001,0,112.95,0,0,0,18.869,1,0,0,no_crisis,125377631,5,,67,125.377631
45,NGA,Nigeria,2006,0,128.27,0,0,0,8.218,1,0,0,no_crisis,142447733,5,,72.6,142.447733
45,NGA,Nigeria,2009,1,149.581,0,0,0,12.543,1,0,0,crisis,153760091,5,,73.3,153.760091
45,NGA,Nigeria,2011,1,158.267,0,0,0,10.841,1,0,0,crisis,162751083,5,411.7,73.05,162.751083
45,NGA,Nigeria,1983,0,0.748559024,0,0,0,22.222,1,0,0,no_crisis,80208620,6,,46.85,80.20862
45,NGA,Nigeria,1987,0,4.140786749,0,1,0,11.765,1,1,0,no_crisis,87998836,6,,49.6,87.998836
45,NGA,Nigeria,1993,1,21.88183807,0,1,0,57.143,1,0,1,crisis,102954106,6,,56.7,102.954106
45,NGA,Nigeria,1999,0,97.95,0,0,0,6.618,1,1,0,no_crisis,119340870,7,,66.5,119.34087
45,NGA,Nigeria,1975,0,0.614665929,0,0,0,38.50391131,1,0,1,no_crisis,63374298,7,,39.1,63.374298
45,NGA,Nigeria,1994,1,21.99736032,0,1,0,57.416,1,0,1,crisis,105672094,7,,58,105.672094
45,NGA,Nigeria,2012,1,155.27,0,0,0,12.225,1,0,0,crisis,167112812,8,461,71.1,167.112812
45,NGA,Nigeria,1991,0,9.00090009,0,1,0,7.895,1,1,1,no_crisis,97726059,8,,54.68,97.726059
45,NGA,Nigeria,2002,0,126.4,0,0,0,12.883,1,0,0,no_crisis,128549685,9,,69.9,128.549685
45,NGA,Nigeria,2008,0,132.5625,0,0,0,11.581,1,0,0,no_crisis,149892855,10,,75.1,149.892855
56,ZAF,South Africa,1975,0,0.6725,0,0,0,11.25107466,1,0,0,no_crisis,25195187,2,,38.5,25.195187
56,ZAF,South Africa,1976,0,0.8673,0,0,0,11.31771632,1,0,0,no_crisis,25870418,4,,39,25.870418
56,ZAF,South Africa,1977,0,0.8681,0,0,0,10.21066965,1,0,0,crisis,26563745,8,,39.5,26.563745
56,ZAF,South Africa,1978,0,0.8684,0,0,0,12.23442663,1,0,0,crisis,27275654,2,,39.9,27.275654
56,ZAF,South Africa,1979,0,0.8244,0,0,0,13.89287442,1,0,0,no_crisis,28006641,7,,40.5,28.006641
56,ZAF,South Africa,1980,0,0.745378653,0,0,0,14.236,1,0,0,no_crisis,28556769,10,,40.95,28.556769
56,ZAF,South Africa,1981,0,0.956571648,0,0,0,15.741,1,1,0,no_crisis,29282111,3,,41.44,29.282111
56,ZAF,South Africa,1982,0,1.076310408,0,0,0,14.4,1,0,0,no_crisis,30025877,2,,41.93,30.025877
56,ZAF,South Africa,1983,0,1.221896383,0,0,0,12.587,1,0,0,no_crisis,30788534,1,,42.42,30.788534
56,ZAF,South Africa,1984,0,1.984914649,0,0,0,11.18,1,1,0,no_crisis,31570563,8,,43,31.570563
56,ZAF,South Africa,1985,0,2.557544764,0,1,0.36,16.201,1,1,0,no_crisis,32678874,6,,44,32.678874
56,ZAF,South Africa,1986,0,2.183406114,0,1,0.36,18.75,1,0,0,no_crisis,33571007,5,,45,33.571007
56,ZAF,South Africa,1987,0,1.929943067,0,1,0.36,16.194,1,0,0,no_crisis,34487496,4,,47,34.487496
56,ZAF,South Africa,1988,0,2.377725468,0,0,0,12.892,1,1,0,no_crisis,35429004,4,,47.8,35.429004
56,ZAF,South Africa,1989,0,2.536011361,0,1,0.36,14.506,1,0,0,crisis,36396216,6,,50,36.396216
56,ZAF,South Africa,1990,0,2.562525625,0,0,0,14.286,1,0,0,no_crisis,36800509,8,,52,36.800509
56,ZAF,South Africa,1991,0,2.743032697,0,0,0,15.566,1,0,0,no_crisis,37683721,2,,52.59,37.683721
56,ZAF,South Africa,1992,0,3.053,0,0,0,13.673,1,0,0,no_crisis,38588131,10,,53.96,38.588131
56,ZAF,South Africa,1993,0,3.3975,0,1,0.36,9.874,1,0,0,no_crisis,39514246,3,,55.34,39.514246
56,ZAF,South Africa,1994,0,3.5435,0,0,0,8.824,1,0,0,no_crisis,40462588,2,,56.71,40.462588
56,ZAF,South Africa,1995,0,3.6475,0,0,0,8.709,1,0,0,no_crisis,41435758,9,,58.09,41.435758
56,ZAF,South Africa,1996,0,4.6825,0,0,0,7.32,1,1,0,no_crisis,42430216,6,,59.46,42.430216
56,ZAF,South Africa,1997,0,4.8675,0,0,0,8.623,1,0,0,no_crisis,43448541,7,,60.84,43.448541
56,ZAF,South Africa,1998,0,5.86,0,0,0,6.872,1,1,0,no_crisis,44491306,3,,62.21,44.491306
56,ZAF,South Africa,1999,0,6.1545,0,0,0,5.211,1,0,0,no_crisis,45559098,7,,63.58,45.559098
56,ZAF,South Africa,2000,0,7.5685,0,0,0,5.374,1,1,0,no_crisis,44967708,5,,64.96,44.967708
56,ZAF,South Africa,2001,0,12.1265,0,0,0,5.7,1,1,0,no_crisis,45709675,10,,67.4,45.709675
56,ZAF,South Africa,2002,0,8.64,0,0,0,9.177,1,0,0,no_crisis,46463885,9,,67.54,46.463885
56,ZAF,South Africa,2003,0,6.64,0,0,0,5.806,1,0,0,no_crisis,47230539,6,,67.38,47.230539
56,ZAF,South Africa,2004,0,5.63,0,0,0,1.392,1,0,0,no_crisis,48009843,2,,67.21,48.009843
56,ZAF,South Africa,2005,0,6.325,0,0,0,3.393,1,0,0,no_crisis,47880601,1,,67.05,47.880601
56,ZAF,South Africa,2006,0,6.97,0,0,0,4.688,1,0,0,no_crisis,48483897,6,,66.89,48.483897
56,ZAF,South Africa,2007,0,6.81,0,0,0,7.09,1,0,0,no_crisis,49094794,7,,66.72,49.094794
56,ZAF,South Africa,2008,0,9.305,0,0,0,11.536,1,1,0,no_crisis,49713388,5,,66.7,49.713388
56,ZAF,South Africa,2009,0,7.38,0,0,0,7.13,1,0,0,no_crisis,50339777,9,,66.5,50.339777
56,ZAF,South Africa,2010,0,6.6316,0,0,0,4.257,1,0,0,no_crisis,51216964,2,375.3,66.1,51.216964
56,ZAF,South Africa,2011,0,8.1429,0,0,0,5,1,1,0,no_crisis,51913515,10,416.9,66,51.913515
56,ZAF,South Africa,2012,0,8.50115,0,0,0,5.654,1,0,0,no_crisis,52619539,3,396.3,65.7,52.619539
56,ZAF,South Africa,2013,0,10.48985,0,0,0,5.752,1,1,0,no_crisis,53335164,2,366.8,65.45,53.335164
56,ZAF,South Africa,2014,0,10.48985,0,0,0,5.752,1,1,0,no_crisis,55386367,4,350.9,66,55.386367
63,TUN,Tunisia,1987,0,0.77785,0,0,0,8.224,1,0,0,no_crisis,7750319,6,,49.6,7.750319
63,TUN,Tunisia,1999,0,1.2525,0,0,0,2.768,1,0,0,no_crisis,9900886,6,,66.5,9.900886
63,TUN,Tunisia,2006,0,1.2971,0,0,0,4.143,1,0,0,no_crisis,10188636,6,,72.6,10.188636
63,TUN,Tunisia,2008,0,1.3099,0,0,0,4.913,1,0,0,no_crisis,10354360,6,,73,10.35436
63,TUN,Tunisia,1982,0,0.615749999,0,1,0.06,13.673,1,0,0,no_crisis,6686275,6,,45.88,6.686275
63,TUN,Tunisia,1988,0,0.89845,0,0,0,7.156,1,0,0,no_crisis,7969653,6,,52.07,7.969653
63,TUN,Tunisia,2012,0,1.5506,0,0,0,5.139,1,0,0,no_crisis,10853309,6,45.04,70,10.853309
63,TUN,Tunisia,1978,0,0.46,0,0,0,4.63026082,1,1,0,no_crisis,6045637,6,,42,6.045637
63,TUN,Tunisia,1993,1,1.0466,0,0,0,4.04,1,0,0,crisis,8845128,6,,56.7,8.845128
63,TUN,Tunisia,2005,0,1.3634,0,0,0,1.444,1,0,0,no_crisis,10106771,6,,74.1,10.106771
63,TUN,Tunisia,2013,0,1.653095696,0,0,0,5.805,1,0,0,no_crisis,10964013,6,46.25,69.6,10.964013
63,TUN,Tunisia,1976,0,0.5587,0,0,0,3.293128476,1,0,0,no_crisis,5783629,6,,40.07,5.783629
63,TUN,Tunisia,1989,0,0.9046,0,0,0,7.722,1,0,0,no_crisis,8195194,6,,53.57,8.195194
63,TUN,Tunisia,1994,1,0.9912,0,0,0,5.423,1,0,0,crisis,9055642,6,,58,9.055642
63,TUN,Tunisia,1995,1,0.9508,0,0,0,6.232,1,0,0,crisis,9125398,6,,59.75,9.125398
63,TUN,Tunisia,1996,0,0.9985,0,0,0,3.733,1,0,0,no_crisis,9313381,6,,63.1,9.313381
63,TUN,Tunisia,1983,0,0.7271,0,0,0,8.972,1,0,0,no_crisis,6848083,5,,46.85,6.848083
63,TUN,Tunisia,1986,0,0.8402,0,0,0,6.159,1,1,0,no_crisis,7537022,5,,48.9,7.537022
63,TUN,Tunisia,1991,1,0.8645,0,0,0,7.693,1,0,0,crisis,8438667,5,,54.68,8.438667
63,TUN,Tunisia,1997,0,1.1475,0,0,0,3.599,1,0,0,no_crisis,9505237,5,,64.8,9.505237
63,TUN,Tunisia,2001,0,1.4683,0,0,0,1.987,1,0,0,no_crisis,9829704,5,,69.05,9.829704
63,TUN,Tunisia,2004,0,1.1994,0,0,0,3.621,1,0,0,no_crisis,10202945,5,,72.85,10.202945
63,TUN,Tunisia,2010,0,1.4379,0,0,0,4.409,1,0,0,no_crisis,10635244,5,44.08,75,10.635244
63,TUN,Tunisia,1992,1,0.95065,0,0,0,5.518,1,0,0,crisis,8639508,4,,55,8.639508
63,TUN,Tunisia,2007,0,1.2207,0,0,0,3.438,1,0,0,no_crisis,10271164,4,,73.85,10.271164
63,TUN,Tunisia,2009,0,1.3173,0,0,0,3.53,1,0,0,no_crisis,10438231,4,,73.3,10.438231
63,TUN,Tunisia,1977,0,0.4275,0,0,0,8.19487405,1,0,0,no_crisis,5913182,3,,41.04,5.913182
63,TUN,Tunisia,1981,0,0.515649999,0,1,0.06,8.903,1,0,0,no_crisis,6528291,3,,44.91,6.528291
63,TUN,Tunisia,2002,0,1.3341,0,0,0,2.706,1,0,0,no_crisis,9952576,3,,69.9,9.952576
63,TUN,Tunisia,1975,0,0.4712,0,0,0,10.05684308,1,0,0,no_crisis,5656914,2,,39.1,5.656914
63,TUN,Tunisia,1979,0,0.405,0,1,0.06,8.557119849,1,0,0,no_crisis,6181060,2,,42.97,6.18106
63,TUN,Tunisia,1980,0,0.418699999,0,1,0.06,10.011,1,0,0,no_crisis,6374039,2,,43.94,6.374039
63,TUN,Tunisia,1984,0,0.8666,0,0,0,8.596,1,0,0,no_crisis,7013807,2,,47.82,7.013807
63,TUN,Tunisia,1985,0,0.75695,0,0,0,7.551,1,0,0,no_crisis,7329594,2,,49.6,7.329594
63,TUN,Tunisia,1990,0,0.83675,0,0,0,6.502,1,0,0,no_crisis,8242496,2,,54,8.242496
63,TUN,Tunisia,1998,0,1.101,0,0,0,3.102,1,0,0,no_crisis,9701045,2,,65.65,9.701045
63,TUN,Tunisia,2003,0,1.2083,0,0,0,2.724,1,0,0,no_crisis,10076983,2,,71.6,10.076983
63,TUN,Tunisia,2011,0,1.4993,0,0,0,3.541,1,0,0,no_crisis,10743723,2,45.81,71,10.743723
63,TUN,Tunisia,2014,0,1.862411798,0,0,0,4.924,1,0,0,no_crisis,11179949,2,47.59,72.85,11.179949
63,TUN,Tunisia,2000,0,1.3853,0,0,0,2.77,1,0,0,no_crisis,9708350,2,,65,9.70835
69,ZMB,Zambia,1998,1,2.425,0,0,0,24.456,1,1,1,crisis,9798918,9,,62.21,9.798918
69,ZMB,Zambia,1983,0,0.001236,0,1,0,19.692,1,1,0,no_crisis,6474868,9,,43,6.474868
69,ZMB,Zambia,1984,0,0.002105,0,1,0,20.019,1,1,1,no_crisis,6696956,9,,43,6.696956
69,ZMB,Zambia,1994,0,0.699,0,1,0,54.614,1,1,1,no_crisis,9056083,9,,56.71,9.056083
69,ZMB,Zambia,1997,1,1.44,0,0,0,24.41,1,0,1,crisis,9558988,9,,60.84,9.558988
69,ZMB,Zambia,2002,0,4.5,0,0,0,22.239,1,0,1,no_crisis,10996698,9,,66,10.996698
69,ZMB,Zambia,2007,0,3.83,0,0,0,10.655,1,0,0,no_crisis,12485653,9,,66.72,12.485653
69,ZMB,Zambia,2009,0,4.631,0,0,0,13.392,1,0,0,no_crisis,13148472,9,,64,13.148472
69,ZMB,Zambia,2011,0,5.11398,0,0,0,8.658,1,0,0,no_crisis,13985591,9,23.46,65,13.985591
69,ZMB,Zambia,1987,0,0.0077,0,1,0,47.028,1,0,1,no_crisis,7404790,8,,50,7.40479
69,ZMB,Zambia,2004,0,4.6,0,0,0,17.969,1,0,0,no_crisis,11609833,8,,67.21,11.609833
69,ZMB,Zambia,1977,0,0.0007589,0,0,0,19.82758621,1,1,0,no_crisis,5287185,7,,39.5,5.287185
69,ZMB,Zambia,1978,0,0.0007862,0,0,0,16.18705036,1,0,0,no_crisis,5468007,7,,42,5.468007
69,ZMB,Zambia,1982,0,0.0009285,0,0,0,12.495,1,0,0,no_crisis,6260145,7,,43,6.260145
69,ZMB,Zambia,1990,0,0.0459,0,1,0,109.558,1,1,1,no_crisis,8036845,7,,52,8.036845
69,ZMB,Zambia,2001,0,3.735,0,0,0,21.357,1,0,1,no_crisis,10702382,6,,66.4,10.702382
69,ZMB,Zambia,2006,0,4.41722,0,0,0,9.017,1,0,0,no_crisis,12166881,6,,65,12.166881
69,ZMB,Zambia,1975,0,0.0006429,0,0,0,10.16949153,1,0,0,no_crisis,4943283,5,,38.5,4.943283
69,ZMB,Zambia,1976,0,0.0007934,0,0,0,18.97435897,1,0,0,no_crisis,5112343,5,,39,5.112343
69,ZMB,Zambia,1979,0,0.0007775,0,0,0,9.59752322,1,0,0,no_crisis,5655013,5,,42,5.655013
69,ZMB,Zambia,1985,0,0.00563,0,1,0,37.43,1,1,1,no_crisis,6923149,5,,44,6.923149
